,Location,2020,2021,2022,Income_per_Capita
2315,"Montour, PA",60469.0,64648.0,66122.0,63746.333333333336
2316,"Northampton, PA",60074.0,62610.0,63828.0,62170.666666666664
2317,"Northumberland, PA",45991.0,48053.0,47650.0,47231.333333333336
2318,"Perry, PA",50775.0,54562.0,54026.0,53121.0
2319,"Philadelphia, PA",54887.0,57731.0,56764.0,56460.666666666664
2320,"Pike, PA",53568.0,55706.0,57038.0,55437.333333333336
2321,"Potter, PA",46835.0,50979.0,48379.0,48731.0
2322,"Schuylkill, PA",46399.0,49312.0,48634.0,48115.0
2323,"Snyder, PA",46804.0,51131.0,51750.0,49895.0
2324,"Somerset, PA",45706.0,48880.0,47622.0,47402.666666666664
2325,"Sullivan, PA",52766.0,55929.0,56066.0,54920.333333333336
2326,"Susquehanna, PA",51951.0,57016.0,58898.0,55955.0
2327,"Tioga, PA",43893.0,46432.0,45977.0,45434.0
2328,"Union, PA",48155.0,50578.0,51089.0,49940.666666666664
2329,"Venango, PA",46659.0,49658.0,48663.0,48326.666666666664
2330,"Warren, PA",46564.0,49258.0,49117.0,48313.0
2331,"Washington, PA",60909.0,66042.0,66276.0,64409.0
2332,"Wayne, PA",49683.0,53475.0,53076.0,52078.0
2333,"Westmoreland, PA",56226.0,59765.0,59493.0,58494.666666666664
2334,"Wyoming, PA",52115.0,54394.0,54361.0,53623.333333333336
2335,"York, PA",54395.0,57656.0,57321.0,56457.333333333336
2336,"Bristol, RI",79886.0,86753.0,88954.0,85197.66666666667
2337,"Kent, RI",62462.0,66746.0,67068.0,65425.333333333336
2338,"Newport, RI",76435.0,82984.0,84484.0,81301.0
2339,"Providence, RI",51528.0,55384.0,54527.0,53813.0
2340,"Washington, RI",73351.0,79691.0,81104.0,78048.66666666667
2341,"Abbeville, SC",38062.0,40219.0,39840.0,39373.666666666664
2342,"Aiken, SC",47964.0,51458.0,51601.0,50341.0
2343,"Allendale, SC",40125.0,40888.0,40632.0,40548.333333333336
2344,"Anderson, SC",43736.0,47164.0,47693.0,46197.666666666664
2345,"Bamberg, SC",38277.0,40052.0,39991.0,39440.0
2346,"Barnwell, SC",38419.0,40096.0,39193.0,39236.0
2347,"Beaufort, SC",65026.0,70506.0,72142.0,69224.66666666667
2348,"Berkeley, SC",45077.0,49582.0,50686.0,48448.333333333336
2349,"Calhoun, SC",45637.0,50139.0,49648.0,48474.666666666664
2350,"Charleston, SC",68698.0,73838.0,76546.0,73027.33333333333
2351,"Cherokee, SC",36399.0,39073.0,38740.0,38070.666666666664
2352,"Chester, SC",38523.0,41348.0,41411.0,40427.333333333336
2353,"Chesterfield, SC",35858.0,39243.0,39008.0,38036.333333333336
2354,"Clarendon, SC",41738.0,45667.0,45300.0,44235.0
2355,"Colleton, SC",38817.0,42253.0,42030.0,41033.333333333336
2356,"Darlington, SC",43632.0,46986.0,47707.0,46108.333333333336
2357,"Dillon, SC",35469.0,39685.0,39114.0,38089.333333333336
2358,"Dorchester, SC",43292.0,46857.0,47775.0,45974.666666666664
2359,"Edgefield, SC",45006.0,48960.0,49139.0,47701.666666666664
2360,"Fairfield, SC",44865.0,49145.0,50074.0,48028.0
2361,"Florence, SC",46728.0,51183.0,52035.0,49982.0
2362,"Georgetown, SC",51911.0,56852.0,57180.0,55314.333333333336
2363,"Greenville, SC",52076.0,55755.0,56653.0,54828.0
2364,"Greenwood, SC",41388.0,43953.0,43776.0,43039.0
2365,"Hampton, SC",37936.0,40594.0,40380.0,39636.666666666664
2366,"Horry, SC",44013.0,47592.0,46995.0,46200.0
2367,"Jasper, SC",38895.0,42070.0,41144.0,40703.0
2368,"Kershaw, SC",46383.0,51601.0,52782.0,50255.333333333336
2369,"Lancaster, SC",51515.0,53048.0,55065.0,53209.333333333336
2370,"Laurens, SC",39308.0,42450.0,42725.0,41494.333333333336
2371,"Lee, SC",37488.0,41315.0,40955.0,39919.333333333336
2372,"Lexington, SC",52224.0,55915.0,57076.0,55071.666666666664
2373,"McCormick, SC",42518.0,44265.0,46096.0,44293.0
2374,"Marion, SC",37566.0,41176.0,41108.0,39950.0
2375,"Marlboro, SC",34500.0,38444.0,37831.0,36925.0
2376,"Newberry, SC",42903.0,46911.0,47464.0,45759.333333333336
2377,"Oconee, SC",48315.0,53299.0,54415.0,52009.666666666664
2378,"Orangeburg, SC",38634.0,42145.0,41090.0,40623.0
2379,"Pickens, SC",41165.0,45228.0,45835.0,44076.0
2380,"Richland, SC",48969.0,53387.0,53963.0,52106.333333333336
2381,"Saluda, SC",39283.0,43990.0,43883.0,42385.333333333336
2382,"Spartanburg, SC",47726.0,52220.0,52621.0,50855.666666666664
2383,"Sumter, SC",42588.0,46605.0,46582.0,45258.333333333336
2384,"Union, SC",36030.0,38427.0,38157.0,37538.0
2385,"Williamsburg, SC",36874.0,39668.0,38446.0,38329.333333333336
2386,"York, SC",51878.0,56774.0,58987.0,55879.666666666664
2387,"Aurora, SD",47701.0,54747.0,58948.0,53798.666666666664
2388,"Beadle, SD",51511.0,56759.0,58281.0,55517.0
2389,"Bennett, SD",40912.0,44351.0,48569.0,44610.666666666664
2390,"Bon Homme, SD",42858.0,47770.0,54418.0,48348.666666666664
2391,"Brookings, SD",50774.0,54831.0,56045.0,53883.333333333336
2392,"Brown, SD",61042.0,67695.0,71674.0,66803.66666666667
2393,"Brule, SD",51993.0,60387.0,64369.0,58916.333333333336
2394,"Buffalo, SD",26513.0,33505.0,35370.0,31796.0
2395,"Butte, SD",43821.0,46801.0,47783.0,46135.0
2396,"Campbell, SD",67793.0,82295.0,81416.0,77168.0
2397,"Charles Mix, SD",46046.0,51013.0,54004.0,50354.333333333336
2398,"Clark, SD",65478.0,73698.0,76807.0,71994.33333333333
2399,"Clay, SD",40410.0,44920.0,48546.0,44625.333333333336
2400,"Codington, SD",55496.0,64240.0,67583.0,62439.666666666664
2401,"Corson, SD",33390.0,39646.0,41392.0,38142.666666666664
2402,"Custer, SD",56408.0,61527.0,62654.0,60196.333333333336
2403,"Davison, SD",55051.0,59766.0,62232.0,59016.333333333336
2404,"Day, SD",61335.0,67018.0,71544.0,66632.33333333333
2405,"Deuel, SD",61148.0,66082.0,65682.0,64304.0
2406,"Dewey, SD",50834.0,54997.0,54444.0,53425.0
2407,"Douglas, SD",61317.0,68632.0,73836.0,67928.33333333333
2408,"Edmunds, SD",66323.0,87614.0,92309.0,82082.0
2409,"Fall River, SD",49928.0,53899.0,54586.0,52804.333333333336
2410,"Faulk, SD",69116.0,84995.0,88554.0,80888.33333333333
