,Start Date,End Date,Location,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,2020,2021,2022,Income_per_Capita
133,01/01/2020,09/23/2023,"Independence, AR",5,5,63,5063,Distribution of COVID-19 deaths (%),2363,338,0.95,,,,,,,Micropolitan,38571.0,43048.0,44216.0,41945.0
134,01/01/2020,09/23/2023,"Independence, AR",5,5,63,5063,Distribution of population (%),2363,338,0.878,0.023,0.004,0.008,0.001,0.069,0.017,Micropolitan,38571.0,43048.0,44216.0,41945.0
135,01/01/2020,09/23/2023,"Jefferson, AR",4,5,69,5069,Distribution of all-cause deaths (%),3327,307,0.514,0.472,,,,0.008,,Small metro,38360.0,41301.0,40786.0,40149.0
136,01/01/2020,09/23/2023,"Jefferson, AR",4,5,69,5069,Distribution of COVID-19 deaths (%),3327,307,0.482,0.479,,,,,,Small metro,38360.0,41301.0,40786.0,40149.0
137,01/01/2020,09/23/2023,"Jefferson, AR",4,5,69,5069,Distribution of population (%),3327,307,0.378,0.573,0.003,0.009,0.001,0.023,0.012,Small metro,38360.0,41301.0,40786.0,40149.0
138,01/01/2020,09/23/2023,"Polk, AR",6,5,113,5113,Distribution of all-cause deaths (%),887,115,0.971,,,,,0.012,,Noncore,33975.0,37993.0,39652.0,37206.666666666664
139,01/01/2020,09/23/2023,"Polk, AR",6,5,113,5113,Distribution of COVID-19 deaths (%),887,115,0.913,,,,,,,Noncore,33975.0,37993.0,39652.0,37206.666666666664
140,01/01/2020,09/23/2023,"Polk, AR",6,5,113,5113,Distribution of population (%),887,115,0.88,0.005,0.018,0.009,0.001,0.064,0.022,Noncore,33975.0,37993.0,39652.0,37206.666666666664
141,01/01/2020,09/23/2023,"Pope, AR",5,5,115,5115,Distribution of all-cause deaths (%),2523,163,0.958,0.021,,,,0.017,,Micropolitan,37783.0,41393.0,41693.0,40289.666666666664
142,01/01/2020,09/23/2023,"Pope, AR",5,5,115,5115,Distribution of COVID-19 deaths (%),2523,163,0.902,,,,,0.061,,Micropolitan,37783.0,41393.0,41693.0,40289.666666666664
143,01/01/2020,09/23/2023,"Pope, AR",5,5,115,5115,Distribution of population (%),2523,163,0.833,0.031,0.007,0.012,0.0,0.097,0.02,Micropolitan,37783.0,41393.0,41693.0,40289.666666666664
144,01/01/2020,09/23/2023,"Pulaski, AR",3,5,119,5119,Distribution of all-cause deaths (%),27256,2570,0.698,0.272,0.002,0.006,0.001,0.018,0.003,Medium metro,55665.0,60465.0,61575.0,59235.0
145,01/01/2020,09/23/2023,"Pulaski, AR",3,5,119,5119,Distribution of COVID-19 deaths (%),27256,2570,0.668,0.287,,0.007,,0.034,,Medium metro,55665.0,60465.0,61575.0,59235.0
146,01/01/2020,09/23/2023,"Pulaski, AR",3,5,119,5119,Distribution of population (%),27256,2570,0.51,0.379,0.003,0.023,0.0,0.063,0.021,Medium metro,55665.0,60465.0,61575.0,59235.0
147,01/01/2020,09/23/2023,"Saline, AR",3,5,125,5125,Distribution of all-cause deaths (%),3980,274,0.932,0.05,,0.004,,0.011,,Medium metro,47277.0,51191.0,52328.0,50265.333333333336
148,01/01/2020,09/23/2023,"Saline, AR",3,5,125,5125,Distribution of COVID-19 deaths (%),3980,274,0.891,0.088,,,,,,Medium metro,47277.0,51191.0,52328.0,50265.333333333336
149,01/01/2020,09/23/2023,"Saline, AR",3,5,125,5125,Distribution of population (%),3980,274,0.827,0.085,0.005,0.013,0.0,0.055,0.015,Medium metro,47277.0,51191.0,52328.0,50265.333333333336
150,01/01/2020,09/23/2023,"Sebastian, AR",3,5,131,5131,Distribution of all-cause deaths (%),9445,1127,0.888,0.041,0.015,0.016,,0.023,0.016,Medium metro,45266.0,47834.0,48381.0,47160.333333333336
151,01/01/2020,09/23/2023,"Sebastian, AR",3,5,131,5131,Distribution of COVID-19 deaths (%),9445,1127,0.857,0.028,0.03,0.015,,0.048,0.02,Medium metro,45266.0,47834.0,48381.0,47160.333333333336
152,01/01/2020,09/23/2023,"Sebastian, AR",3,5,131,5131,Distribution of population (%),9445,1127,0.684,0.067,0.019,0.046,0.001,0.149,0.033,Medium metro,45266.0,47834.0,48381.0,47160.333333333336
153,01/01/2020,09/23/2023,"Union, AR",5,5,139,5139,Distribution of all-cause deaths (%),1995,182,0.691,0.299,,,,0.006,,Micropolitan,50523.0,49854.0,51180.0,50519.0
154,01/01/2020,09/23/2023,"Union, AR",5,5,139,5139,Distribution of COVID-19 deaths (%),1995,182,0.665,0.319,,,,,,Micropolitan,50523.0,49854.0,51180.0,50519.0
155,01/01/2020,09/23/2023,"Union, AR",5,5,139,5139,Distribution of population (%),1995,182,0.605,0.328,0.004,0.007,0.0,0.041,0.014,Micropolitan,50523.0,49854.0,51180.0,50519.0
156,01/01/2020,09/23/2023,"Washington, AR",3,5,143,5143,Distribution of all-cause deaths (%),9740,931,0.902,0.019,0.01,0.009,0.018,0.039,0.003,Medium metro,44883.0,48826.0,48785.0,47498.0
157,01/01/2020,09/23/2023,"Washington, AR",3,5,143,5143,Distribution of COVID-19 deaths (%),9740,931,0.842,0.014,0.021,,0.037,0.072,,Medium metro,44883.0,48826.0,48785.0,47498.0
158,01/01/2020,09/23/2023,"Washington, AR",3,5,143,5143,Distribution of population (%),9740,931,0.7,0.035,0.011,0.025,0.029,0.172,0.026,Medium metro,44883.0,48826.0,48785.0,47498.0
159,01/01/2020,09/23/2023,"White, AR",5,5,145,5145,Distribution of all-cause deaths (%),3983,416,0.951,0.039,,,,0.006,,Micropolitan,40817.0,43223.0,43574.0,42538.0
160,01/01/2020,09/23/2023,"White, AR",5,5,145,5145,Distribution of COVID-19 deaths (%),3983,416,0.923,0.067,,,,,,Micropolitan,40817.0,43223.0,43574.0,42538.0
161,01/01/2020,09/23/2023,"White, AR",5,5,145,5145,Distribution of population (%),3983,416,0.875,0.044,0.006,0.008,0.001,0.046,0.02,Micropolitan,40817.0,43223.0,43574.0,42538.0
162,01/01/2020,09/23/2023,"Apache, AZ",6,4,1,4001,Distribution of all-cause deaths (%),2094,178,0.299,,0.629,,,0.053,0.013,Noncore,42192.0,45817.0,45633.0,44547.333333333336
163,01/01/2020,09/23/2023,"Apache, AZ",6,4,1,4001,Distribution of COVID-19 deaths (%),2094,178,0.118,,0.837,,,,,Noncore,42192.0,45817.0,45633.0,44547.333333333336
164,01/01/2020,09/23/2023,"Apache, AZ",6,4,1,4001,Distribution of population (%),2094,178,0.181,0.005,0.728,0.004,0.001,0.068,0.014,Noncore,42192.0,45817.0,45633.0,44547.333333333336
165,01/01/2020,09/23/2023,"Cochise, AZ",4,4,3,4003,Distribution of all-cause deaths (%),4478,292,0.735,0.023,,0.01,,0.199,0.03,Small metro,46835.0,49445.0,50195.0,48825.0
166,01/01/2020,09/23/2023,"Cochise, AZ",4,4,3,4003,Distribution of COVID-19 deaths (%),4478,292,0.664,,,,,0.26,,Small metro,46835.0,49445.0,50195.0,48825.0
167,01/01/2020,09/23/2023,"Cochise, AZ",4,4,3,4003,Distribution of population (%),4478,292,0.548,0.039,0.008,0.021,0.003,0.355,0.026,Small metro,46835.0,49445.0,50195.0,48825.0
168,01/01/2020,09/23/2023,"Coconino, AZ",4,4,5,4005,Distribution of all-cause deaths (%),4788,508,0.5,0.013,0.371,0.008,,0.087,0.022,Small metro,52890.0,56505.0,58933.0,56109.333333333336
169,01/01/2020,09/23/2023,"Coconino, AZ",4,4,5,4005,Distribution of COVID-19 deaths (%),4788,508,0.274,,0.593,,,0.108,,Small metro,52890.0,56505.0,58933.0,56109.333333333336
170,01/01/2020,09/23/2023,"Coconino, AZ",4,4,5,4005,Distribution of population (%),4788,508,0.54,0.013,0.255,0.02,0.001,0.146,0.025,Small metro,52890.0,56505.0,58933.0,56109.333333333336
171,01/01/2020,09/23/2023,"Gila, AZ",5,4,7,4007,Distribution of all-cause deaths (%),2855,257,0.748,,0.131,0.004,,0.099,0.014,Micropolitan,44992.0,49250.0,50505.0,48249.0
172,01/01/2020,09/23/2023,"Gila, AZ",5,4,7,4007,Distribution of COVID-19 deaths (%),2855,257,0.658,,0.195,,,0.125,,Micropolitan,44992.0,49250.0,50505.0,48249.0
173,01/01/2020,09/23/2023,"Gila, AZ",5,4,7,4007,Distribution of population (%),2855,257,0.617,0.006,0.164,0.008,0.001,0.192,0.012,Micropolitan,44992.0,49250.0,50505.0,48249.0
174,01/01/2020,09/23/2023,"Graham, AZ",5,4,9,4009,Distribution of all-cause deaths (%),1307,121,0.615,0.008,0.133,,,0.225,0.015,Micropolitan,35930.0,39014.0,40981.0,38641.666666666664
175,01/01/2020,09/23/2023,"Graham, AZ",5,4,9,4009,Distribution of COVID-19 deaths (%),1307,121,0.587,,,,,0.331,,Micropolitan,35930.0,39014.0,40981.0,38641.666666666664
176,01/01/2020,09/23/2023,"Graham, AZ",5,4,9,4009,Distribution of population (%),1307,121,0.51,0.015,0.118,0.007,0.001,0.335,0.013,Micropolitan,35930.0,39014.0,40981.0,38641.666666666664
177,01/01/2020,09/23/2023,"Maricopa, AZ",1,4,13,4013,Distribution of all-cause deaths (%),167426,19099,0.714,0.052,0.03,0.019,0.002,0.163,0.019,Large central metro,56024.0,61008.0,63461.0,60164.333333333336
178,01/01/2020,09/23/2023,"Maricopa, AZ",1,4,13,4013,Distribution of COVID-19 deaths (%),167426,19099,0.574,0.045,0.07,0.023,0.003,0.266,0.019,Large central metro,56024.0,61008.0,63461.0,60164.333333333336
179,01/01/2020,09/23/2023,"Maricopa, AZ",1,4,13,4013,Distribution of population (%),167426,19099,0.541,0.057,0.016,0.045,0.002,0.315,0.023,Large central metro,56024.0,61008.0,63461.0,60164.333333333336
180,01/01/2020,09/23/2023,"Mohave, AZ",4,4,15,4015,Distribution of all-cause deaths (%),14234,1373,0.872,0.009,0.014,0.007,0.001,0.068,0.028,Small metro,40229.0,42777.0,44645.0,42550.333333333336
181,01/01/2020,09/23/2023,"Mohave, AZ",4,4,15,4015,Distribution of COVID-19 deaths (%),14234,1373,0.811,0.012,0.031,0.009,,0.114,0.021,Small metro,40229.0,42777.0,44645.0,42550.333333333336
182,01/01/2020,09/23/2023,"Mohave, AZ",4,4,15,4015,Distribution of population (%),14234,1373,0.764,0.011,0.02,0.012,0.002,0.172,0.019,Small metro,40229.0,42777.0,44645.0,42550.333333333336
183,01/01/2020,09/23/2023,"Navajo, AZ",5,4,17,4017,Distribution of all-cause deaths (%),4268,437,0.605,0.007,0.293,0.003,,0.069,0.023,Micropolitan,38620.0,42102.0,42096.0,40939.333333333336
184,01/01/2020,09/23/2023,"Navajo, AZ",5,4,17,4017,Distribution of COVID-19 deaths (%),4268,437,0.577,,0.318,,,0.082,,Micropolitan,38620.0,42102.0,42096.0,40939.333333333336
185,01/01/2020,09/23/2023,"Navajo, AZ",5,4,17,4017,Distribution of population (%),4268,437,0.419,0.008,0.429,0.006,0.001,0.119,0.018,Micropolitan,38620.0,42102.0,42096.0,40939.333333333336
186,01/01/2020,09/23/2023,"Pima, AZ",3,4,19,4019,Distribution of all-cause deaths (%),49150,4874,0.686,0.029,0.026,0.012,0.001,0.224,0.023,Medium metro,49601.0,53034.0,54464.0,52366.333333333336
187,01/01/2020,09/23/2023,"Pima, AZ",3,4,19,4019,Distribution of COVID-19 deaths (%),49150,4874,0.552,0.024,0.043,0.013,,0.351,0.016,Medium metro,49601.0,53034.0,54464.0,52366.333333333336
188,01/01/2020,09/23/2023,"Pima, AZ",3,4,19,4019,Distribution of population (%),49150,4874,0.509,0.035,0.024,0.03,0.001,0.38,0.02,Medium metro,49601.0,53034.0,54464.0,52366.333333333336
189,01/01/2020,09/23/2023,"Pinal, AZ",2,4,21,4021,Distribution of all-cause deaths (%),10762,759,0.717,0.039,0.045,0.008,0.002,0.169,0.02,Large fringe metro,41546.0,44574.0,45950.0,44023.333333333336
190,01/01/2020,09/23/2023,"Pinal, AZ",2,4,21,4021,Distribution of COVID-19 deaths (%),10762,759,0.599,0.029,0.07,,,0.266,0.021,Large fringe metro,41546.0,44574.0,45950.0,44023.333333333336
191,01/01/2020,09/23/2023,"Pinal, AZ",2,4,21,4021,Distribution of population (%),10762,759,0.558,0.048,0.043,0.017,0.003,0.31,0.021,Large fringe metro,41546.0,44574.0,45950.0,44023.333333333336
192,01/01/2020,09/23/2023,"Yavapai, AZ",4,4,25,4025,Distribution of all-cause deaths (%),13090,1135,0.901,0.004,0.016,0.005,,0.056,0.018,Small metro,46954.0,50065.0,51747.0,49588.666666666664
193,01/01/2020,09/23/2023,"Yavapai, AZ",4,4,25,4025,Distribution of COVID-19 deaths (%),13090,1135,0.852,,0.042,0.01,,0.078,0.016,Small metro,46954.0,50065.0,51747.0,49588.666666666664
194,01/01/2020,09/23/2023,"Yavapai, AZ",4,4,25,4025,Distribution of population (%),13090,1135,0.798,0.008,0.014,0.011,0.001,0.15,0.018,Small metro,46954.0,50065.0,51747.0,49588.666666666664
195,01/01/2020,09/23/2023,"Alameda, CA",1,6,1,6001,Distribution of all-cause deaths (%),41916,2628,0.434,0.191,0.003,0.208,0.01,0.135,0.019,Large central metro,87561.0,98657.0,97754.0,94657.33333333331
196,01/01/2020,09/23/2023,"Alameda, CA",1,6,1,6001,Distribution of COVID-19 deaths (%),41916,2628,0.312,0.191,0.004,0.219,0.017,0.239,0.018,Large central metro,87561.0,98657.0,97754.0,94657.33333333331
197,01/01/2020,09/23/2023,"Alameda, CA",1,6,1,6001,Distribution of population (%),41916,2628,0.3,0.1,0.002,0.325,0.008,0.222,0.043,Large central metro,87561.0,98657.0,97754.0,94657.33333333331
198,01/01/2020,09/23/2023,"Amador, CA",6,6,5,6005,Distribution of all-cause deaths (%),1600,103,0.886,0.008,0.015,0.012,,0.062,0.015,Noncore,47359.0,49980.0,48463.0,48600.666666666664
199,01/01/2020,09/23/2023,"Amador, CA",6,6,5,6005,Distribution of COVID-19 deaths (%),1600,103,0.845,,,,,0.097,,Noncore,47359.0,49980.0,48463.0,48600.666666666664
200,01/01/2020,09/23/2023,"Amador, CA",6,6,5,6005,Distribution of population (%),1600,103,0.768,0.026,0.015,0.015,0.002,0.149,0.026,Noncore,47359.0,49980.0,48463.0,48600.666666666664
201,01/01/2020,09/23/2023,"Butte, CA",4,6,7,6007,Distribution of all-cause deaths (%),9294,789,0.852,0.017,0.017,0.02,0.002,0.072,0.02,Small metro,51308.0,56011.0,54974.0,54097.666666666664
202,01/01/2020,09/23/2023,"Butte, CA",4,6,7,6007,Distribution of COVID-19 deaths (%),9294,789,0.79,0.015,0.025,0.041,,0.119,,Small metro,51308.0,56011.0,54974.0,54097.666666666664
203,01/01/2020,09/23/2023,"Butte, CA",4,6,7,6007,Distribution of population (%),9294,789,0.699,0.016,0.016,0.05,0.002,0.179,0.038,Small metro,51308.0,56011.0,54974.0,54097.666666666664
204,01/01/2020,09/23/2023,"Contra Costa, CA",2,6,13,6013,Distribution of all-cause deaths (%),31889,1754,0.632,0.111,0.003,0.11,0.005,0.121,0.018,Large fringe metro,86359.0,94834.0,95047.0,92080.0
205,01/01/2020,09/23/2023,"Contra Costa, CA",2,6,13,6013,Distribution of COVID-19 deaths (%),31889,1754,0.536,0.127,,0.111,0.013,0.198,0.014,Large fringe metro,86359.0,94834.0,95047.0,92080.0
206,01/01/2020,09/23/2023,"Contra Costa, CA",2,6,13,6013,Distribution of population (%),31889,1754,0.418,0.087,0.003,0.182,0.005,0.263,0.043,Large fringe metro,86359.0,94834.0,95047.0,92080.0
207,01/01/2020,09/23/2023,"El Dorado, CA",2,6,17,6017,Distribution of all-cause deaths (%),5537,249,0.899,0.007,0.007,0.021,0.002,0.053,0.012,Large fringe metro,74197.0,79736.0,82062.0,78665.0
208,01/01/2020,09/23/2023,"El Dorado, CA",2,6,17,6017,Distribution of COVID-19 deaths (%),5537,249,0.876,,,0.04,,0.064,,Large fringe metro,74197.0,79736.0,82062.0,78665.0
209,01/01/2020,09/23/2023,"El Dorado, CA",2,6,17,6017,Distribution of population (%),5537,249,0.767,0.009,0.008,0.048,0.002,0.133,0.033,Large fringe metro,74197.0,79736.0,82062.0,78665.0
210,01/01/2020,09/23/2023,"Fresno, CA",3,6,19,6019,Distribution of all-cause deaths (%),33704,3278,0.511,0.06,0.008,0.079,0.001,0.332,0.009,Medium metro,48095.0,51692.0,50549.0,50112.0
211,01/01/2020,09/23/2023,"Fresno, CA",3,6,19,6019,Distribution of COVID-19 deaths (%),33704,3278,0.393,0.046,0.012,0.092,,0.45,0.005,Medium metro,48095.0,51692.0,50549.0,50112.0
212,01/01/2020,09/23/2023,"Fresno, CA",3,6,19,6019,Distribution of population (%),33704,3278,0.279,0.046,0.006,0.107,0.002,0.541,0.019,Medium metro,48095.0,51692.0,50549.0,50112.0
213,01/01/2020,09/23/2023,"Humboldt, CA",5,6,23,6023,Distribution of all-cause deaths (%),5289,228,0.85,0.008,0.062,0.012,0.002,0.04,0.026,Micropolitan,50271.0,54214.0,54043.0,52842.666666666664
214,01/01/2020,09/23/2023,"Humboldt, CA",5,6,23,6023,Distribution of COVID-19 deaths (%),5289,228,0.816,,0.096,,,0.057,,Micropolitan,50271.0,54214.0,54043.0,52842.666666666664
215,01/01/2020,09/23/2023,"Humboldt, CA",5,6,23,6023,Distribution of population (%),5289,228,0.732,0.012,0.052,0.027,0.003,0.125,0.048,Micropolitan,50271.0,54214.0,54043.0,52842.666666666664
216,01/01/2020,09/23/2023,"Imperial, CA",4,6,25,6025,Distribution of all-cause deaths (%),4864,874,0.21,0.022,0.009,0.01,,0.741,0.006,Small metro,45565.0,48228.0,45188.0,46327.0
217,01/01/2020,09/23/2023,"Imperial, CA",4,6,25,6025,Distribution of COVID-19 deaths (%),4864,874,0.093,,,,,0.882,,Small metro,45565.0,48228.0,45188.0,46327.0
218,01/01/2020,09/23/2023,"Imperial, CA",4,6,25,6025,Distribution of population (%),4864,874,0.096,0.024,0.007,0.012,0.001,0.854,0.006,Small metro,45565.0,48228.0,45188.0,46327.0
219,01/01/2020,09/23/2023,"Kern, CA",3,6,29,6029,Distribution of all-cause deaths (%),27860,2711,0.568,0.064,0.008,0.035,0.001,0.31,0.013,Medium metro,44490.0,46651.0,44862.0,45334.333333333336
220,01/01/2020,09/23/2023,"Kern, CA",3,6,29,6029,Distribution of COVID-19 deaths (%),27860,2711,0.373,0.058,0.012,0.04,,0.505,0.009,Medium metro,44490.0,46651.0,44862.0,45334.333333333336
221,01/01/2020,09/23/2023,"Kern, CA",3,6,29,6029,Distribution of population (%),27860,2711,0.321,0.052,0.006,0.048,0.001,0.552,0.02,Medium metro,44490.0,46651.0,44862.0,45334.333333333336
222,01/01/2020,09/23/2023,"Kings, CA",4,6,31,6031,Distribution of all-cause deaths (%),3930,581,0.487,0.054,0.012,0.03,,0.402,0.013,Small metro,41185.0,43818.0,42525.0,42509.333333333336
223,01/01/2020,09/23/2023,"Kings, CA",4,6,31,6031,Distribution of COVID-19 deaths (%),3930,581,0.282,0.033,,0.024,,0.64,,Small metro,41185.0,43818.0,42525.0,42509.333333333336
224,01/01/2020,09/23/2023,"Kings, CA",4,6,31,6031,Distribution of population (%),3930,581,0.309,0.063,0.009,0.038,0.002,0.556,0.023,Small metro,41185.0,43818.0,42525.0,42509.333333333336
225,01/01/2020,09/23/2023,"Lake, CA",5,6,33,6033,Distribution of all-cause deaths (%),2642,121,0.845,0.028,0.027,0.006,,0.07,0.023,Micropolitan,44016.0,46852.0,45623.0,45497.0
226,01/01/2020,09/23/2023,"Lake, CA",5,6,33,6033,Distribution of COVID-19 deaths (%),2642,121,0.777,,,,,0.099,,Micropolitan,44016.0,46852.0,45623.0,45497.0
227,01/01/2020,09/23/2023,"Lake, CA",5,6,33,6033,Distribution of population (%),2642,121,0.679,0.017,0.026,0.012,0.002,0.228,0.036,Micropolitan,44016.0,46852.0,45623.0,45497.0
228,01/01/2020,09/23/2023,"Los Angeles, CA",1,6,37,6037,Distribution of all-cause deaths (%),292760,33055,0.395,0.128,0.003,0.13,0.003,0.33,0.011,Large central metro,67383.0,73385.0,74142.0,71636.66666666667
229,01/01/2020,09/23/2023,"Los Angeles, CA",1,6,37,6037,Distribution of COVID-19 deaths (%),292760,33055,0.255,0.094,0.003,0.135,0.004,0.502,0.008,Large central metro,67383.0,73385.0,74142.0,71636.66666666667
230,01/01/2020,09/23/2023,"Los Angeles, CA",1,6,37,6037,Distribution of population (%),292760,33055,0.258,0.08,0.002,0.15,0.002,0.485,0.022,Large central metro,67383.0,73385.0,74142.0,71636.66666666667
231,01/01/2020,09/23/2023,"Madera, CA",4,6,39,6039,Distribution of all-cause deaths (%),3891,388,0.525,0.038,0.015,0.023,,0.384,0.014,Small metro,44394.0,47533.0,46406.0,46111.0
232,01/01/2020,09/23/2023,"Madera, CA",4,6,39,6039,Distribution of COVID-19 deaths (%),3891,388,0.289,0.031,,0.026,,0.639,,Small metro,44394.0,47533.0,46406.0,46111.0
233,01/01/2020,09/23/2023,"Madera, CA",4,6,39,6039,Distribution of population (%),3891,388,0.326,0.031,0.01,0.021,0.001,0.595,0.016,Small metro,44394.0,47533.0,46406.0,46111.0
234,01/01/2020,09/23/2023,"Marin, CA",2,6,41,6041,Distribution of all-cause deaths (%),8185,375,0.842,0.028,0.002,0.043,0.003,0.063,0.019,Large fringe metro,144658.0,165673.0,171177.0,160502.66666666666
235,01/01/2020,09/23/2023,"Marin, CA",2,6,41,6041,Distribution of COVID-19 deaths (%),8185,375,0.741,0.053,,0.045,,0.131,,Large fringe metro,144658.0,165673.0,171177.0,160502.66666666666
236,01/01/2020,09/23/2023,"Marin, CA",2,6,41,6041,Distribution of population (%),8185,375,0.707,0.026,0.002,0.065,0.002,0.164,0.034,Large fringe metro,144658.0,165673.0,171177.0,160502.66666666666
237,01/01/2020,09/23/2023,"Mendocino, CA",5,6,45,6045,Distribution of all-cause deaths (%),3282,155,0.824,0.007,0.045,0.013,,0.08,0.027,Micropolitan,52477.0,56701.0,57310.0,55496.0
238,01/01/2020,09/23/2023,"Mendocino, CA",5,6,45,6045,Distribution of COVID-19 deaths (%),3282,155,0.645,,0.103,,,0.206,,Micropolitan,52477.0,56701.0,57310.0,55496.0
239,01/01/2020,09/23/2023,"Mendocino, CA",5,6,45,6045,Distribution of population (%),3282,155,0.638,0.008,0.039,0.021,0.002,0.264,0.029,Micropolitan,52477.0,56701.0,57310.0,55496.0
240,01/01/2020,09/23/2023,"Merced, CA",3,6,47,6047,Distribution of all-cause deaths (%),6319,597,0.513,0.057,0.008,0.058,0.003,0.353,0.01,Medium metro,44163.0,47574.0,46188.0,45975.0
241,01/01/2020,09/23/2023,"Merced, CA",3,6,47,6047,Distribution of COVID-19 deaths (%),6319,597,0.384,0.044,,0.062,,0.487,,Medium metro,44163.0,47574.0,46188.0,45975.0
242,01/01/2020,09/23/2023,"Merced, CA",3,6,47,6047,Distribution of population (%),6319,597,0.258,0.03,0.004,0.072,0.002,0.615,0.019,Medium metro,44163.0,47574.0,46188.0,45975.0
243,01/01/2020,09/23/2023,"Monterey, CA",3,6,53,6053,Distribution of all-cause deaths (%),10830,820,0.571,0.034,0.003,0.069,0.007,0.305,0.011,Medium metro,60216.0,64799.0,65123.0,63379.333333333336
244,01/01/2020,09/23/2023,"Monterey, CA",3,6,53,6053,Distribution of COVID-19 deaths (%),10830,820,0.351,0.039,,0.082,,0.509,,Medium metro,60216.0,64799.0,65123.0,63379.333333333336
245,01/01/2020,09/23/2023,"Monterey, CA",3,6,53,6053,Distribution of population (%),10830,820,0.29,0.025,0.003,0.057,0.004,0.597,0.023,Medium metro,60216.0,64799.0,65123.0,63379.333333333336
246,01/01/2020,09/23/2023,"Napa, CA",4,6,55,6055,Distribution of all-cause deaths (%),4952,215,0.792,0.023,0.006,0.041,0.002,0.122,0.013,Small metro,81905.0,87422.0,86863.0,85396.66666666667
247,01/01/2020,09/23/2023,"Napa, CA",4,6,55,6055,Distribution of COVID-19 deaths (%),4952,215,0.674,,,0.06,,0.2,,Small metro,81905.0,87422.0,86863.0,85396.66666666667
248,01/01/2020,09/23/2023,"Napa, CA",4,6,55,6055,Distribution of population (%),4952,215,0.514,0.021,0.004,0.086,0.003,0.348,0.025,Small metro,81905.0,87422.0,86863.0,85396.66666666667
